Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h
2004,VAL,5,11,6,Makoto TAMADA,JPN,Camel,Honda HONDA,47:23:913,152.093
2004,VAL,6,10,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,47:30:820,151.724
2004,VAL,7,9,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,47:39:460,151.266
2004,VAL,8,8,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,47:43:586,151.048
2004,VAL,9,7,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,47:45:548,150.944
2004,VAL,10,6,17,Norick ABE,JPN,Fortuna Gauloises Tech 3,YAMAHA,47:47:682,150.832
2004,VAL,11,5,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,47:57:096,150.339
2004,VAL,12,4,21,John HOPKINS,USA,Team,Suzuki MotoGP SUZUKI,48:18:159,149.246
2004,VAL,13,3,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,48:20:782,149.111
2004,VAL,14,2,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,48:24:187,148.936
2004,VAL,15,1,50,Neil HODGSON,GBR,D’Antin,MotoGP DUCATI,48:25:509,148.868
2004,JPN,1,25,6,Makoto TAMADA,JPN,Camel,Honda HONDA,43:43:220,158.128
2004,JPN,2,20,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,43:49:388,157.757
2004,JPN,3,16,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,43:56:616,157.325
2004,JPN,4,13,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,43:58:655,157.203
2004,JPN,5,11,33,Marco MELANDRI,ITA,Fortuna Gauloises Tech 3,YAMAHA,44:06:797,156.72
2004,JPN,6,10,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,44:10:598,156.495
2004,JPN,7,9,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,44:19:054,155.997
2004,JPN,8,8,50,Neil HODGSON,GBR,D’Antin,MotoGP DUCATI,44:31:196,155.288
2004,JPN,9,7,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,44:33:101,155.177
2004,JPN,10,6,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,44:39:327,154.817
2004,JPN,11,5,19,Olivier JACQUE,FRA,Moriwaki,WCM MORIWAKI,45:04:457,153.378
2004,JPN,12,4,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,45:10:903,153.014
2004,JPN,13,3,67,Shane BYRNE,GBR,MS,Aprilia Racing APRILIA,43:49:679,151.167
2004,JPN,14,2,9,Nobuatsu AOKI,JPN,Proton,Team KR PROTON KR,44:09:067,150.061
2004,JPN,15,1,41,Youichi UI JPN,WCM,HARRIS,WCM,45:35:870,145.3
2004,QAT,1,25,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,44:01:741,161.293
2004,QAT,2,20,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,44:03:056,161.213
2004,QAT,3,16,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,44:25:585,159.85
2004,QAT,4,13,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,44:27:199,159.754
2004,QAT,5,11,69,Nicky HAYDEN,USA,Repsol,Honda Team HONDA,44:33:158,159.397
2004,QAT,6,10,3,Max BIAGGI,ITA,Camel,Honda HONDA,44:40:950,158.934
2004,QAT,7,9,17,Norick ABE,JPN,Fortuna Gauloises Tech 3,YAMAHA,44:55:114,158.099
2004,QAT,8,8,21,John HOPKINS,USA,Team,Suzuki MotoGP SUZUKI,44:59:747,157.828
2004,QAT,9,7,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,45:06:061,157.459
2004,QAT,10,6,6,Makoto TAMADA,JPN,Camel,Honda HONDA,45:20:259,156.638
2004,QAT,11,5,71,Yukio KAGAYAMA,JPN,Team,Suzuki MotoGP SUZUKI,45:51:179,154.877
2004,QAT,12,4,36,James HAYDON,GBR,Proton,Team KR PROTON KR,45:53:899,154.724
2004,QAT,13,3,77,James ELLISON GBR,WCM,HARRIS,WCM,45:55:641,154.626
2004,CAT,1,25,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,44:03:255,160.949
2004,CAT,2,20,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,44:03:414,160.939
2004,CAT,3,16,33,Marco MELANDRI,ITA,Fortuna Gauloises Tech 3,YAMAHA,44:17:178,160.105
2004,CAT,4,13,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,44:22:468,159.787
2004,CAT,5,11,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,44:24:460,159.668
2004,CAT,6,10,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,44:26:102,159.57
2004,CAT,7,9,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,44:27:269,159.5
2004,CAT,8,8,3,Max BIAGGI,ITA,Camel,Honda HONDA,44:27:359,159.494
2004,CAT,9,7,17,Norick ABE,JPN,Fortuna Gauloises Tech 3,YAMAHA,44:38:931,158.805
2004,CAT,10,6,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,44:44:030,158.504
2004,CAT,11,5,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,44:44:117,158.499
2004,CAT,12,4,50,Neil HODGSON,GBR,D’Antin,MotoGP DUCATI,44:59:412,157.6
2004,CAT,13,3,67,Shane BYRNE,GBR,MS,Aprilia Racing APRILIA,45:06:934,157.163
2004,CAT,14,2,88,Andrew PITT,AUS,Moriwaki,Racing MORIWAKI,45:09:188,157.032
2004,CAT,15,1,9,Nobuatsu AOKI,JPN,Proton,Team KR PROTON KR,45:21:454,156.324
2004,NED,1,25,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,38:11:831,179.876
2004,NED,2,20,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,38:12:287,179.84
2004,NED,3,16,33,Marco MELANDRI,ITA,Fortuna Gauloises Tech 3,YAMAHA,38:21:740,179.102
2004,NED,4,13,3,Max BIAGGI,ITA,Camel,Honda HONDA,38:22:014,179.08
2004,NED,5,11,69,Nicky HAYDEN,USA,Repsol,Honda Team HONDA,38:22:131,179.071
2004,NED,6,10,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,38:22:632,179.032
2004,NED,7,9,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,38:25:536,178.807
2004,NED,8,8,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,38:25:922,178.777
2004,NED,9,7,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,38:26:990,178.694
2004,NED,10,6,50,Neil HODGSON,GBR,D’Antin,MotoGP DUCATI,38:45:897,177.242
2004,NED,11,5,17,Norick ABE,JPN,Fortuna Gauloises Tech 3,YAMAHA,38:46:245,177.215
2004,NED,12,4,6,Makoto TAMADA,JPN,Camel,Honda HONDA,38:51:017,176.852
2004,NED,13,3,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,38:53:337,176.676
2004,NED,14,2,21,John HOPKINS,USA,Team,Suzuki MotoGP SUZUKI,39:06:400,175.693
2004,NED,15,1,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,39:16:592,174.933
2004,POR,1,25,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,46:34:911,150.826
2004,POR,2,20,6,Makoto TAMADA,JPN,Camel,Honda HONDA,46:40:022,150.55
2004,POR,3,16,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,46:43:068,150.387
2004,POR,4,13,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,46:43:223,150.378
2004,POR,5,11,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,46:52:877,149.862
2004,POR,6,10,21,John HOPKINS,USA,Team,Suzuki MotoGP SUZUKI,46:53:542,149.827
2004,POR,7,9,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,46:58:581,149.559
2004,POR,8,8,12,Troy BAYLISS,AUS,Ducati,Marlboro Team DUCATI,47:00:037,149.482
2004,POR,9,7,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,47:00:522,149.456
2004,POR,10,6,17,Norick ABE,JPN,Fortuna Gauloises Tech 3,YAMAHA,47:01:638,149.397
2004,POR,11,5,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,47:19:615,148.451
2004,POR,12,4,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,47:25:422,148.148
2004,POR,13,3,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,47:29:283,147.947
2004,POR,14,2,10,Kenny ROBERTS,USA,Team,Suzuki MotoGP SUZUKI,47:34:429,147.681
2004,POR,15,1,9,Nobuatsu AOKI,JPN,Proton,Team KR PROTON KR,48:07:764,145.976
2004,GER,1,25,3,Max BIAGGI,ITA,Camel,Honda HONDA,42:23:287,155.888
2004,GER,2,20,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,42:23:636,155.866
2004,GER,3,16,69,Nicky HAYDEN,USA,Repsol,Honda Team HONDA,42:27:580,155.625
2004,GER,4,13,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,42:27:787,155.612
2004,GER,5,11,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,42:39:424,154.905
2004,GER,6,10,6,Makoto TAMADA,JPN,Camel,Honda HONDA,42:39:769,154.884
2004,GER,7,9,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,42:41:764,154.763
2004,GER,8,8,10,Kenny ROBERTS,USA,Team,Suzuki MotoGP SUZUKI,42:46:622,154.47
2004,GER,9,7,21,John HOPKINS,USA,Team,Suzuki MotoGP SUZUKI,42:53:992,154.028
2004,GER,10,6,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,43:03:827,153.442
2004,GER,11,5,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,43:06:999,153.254
2004,GER,12,4,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,43:16:078,152.718
2004,GER,13,3,50,Neil HODGSON,GBR,D’Antin,MotoGP DUCATI,43:16:977,152.665
2004,GER,14,2,67,Shane BYRNE,GBR,MS,Aprilia Racing APRILIA,43:36:502,151.525
2004,GER,15,1,84,Michel FABRIZIO ITA,WCM,HARRIS,WCM,43:43:337,151.131
2004,FRA,1,25,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,44:22:750,158.236
2004,FRA,2,20,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,44:24:421,158.137
2004,FRA,3,16,3,Max BIAGGI,ITA,Camel,Honda HONDA,44:24:658,158.123
2004,FRA,4,13,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,44:27:022,157.982
2004,FRA,5,11,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,44:38:505,157.305
2004,FRA,6,10,33,Marco MELANDRI,ITA,Fortuna Gauloises Tech 3,YAMAHA,44:40:975,157.16
2004,FRA,7,9,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,44:50:406,156.609
2004,FRA,8,8,12,Troy BAYLISS,AUS,Ducati,Marlboro Team DUCATI,44:54:280,156.384
2004,FRA,9,7,6,Makoto TAMADA,JPN,Camel,Honda HONDA,44:55:914,156.289
2004,FRA,10,6,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,45:02:262,155.922
2004,FRA,11,5,69,Nicky HAYDEN,USA,Repsol,Honda Team HONDA,45:10:375,155.455
2004,FRA,12,4,10,Kenny ROBERTS,USA,Team,Suzuki MotoGP SUZUKI,45:34:890,154.062
2004,FRA,13,3,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,45:46:141,153.431
2004,FRA,14,2,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,44:23:773,152.526
2004,FRA,15,1,80,Kurtis ROBERTS,USA,Proton,Team KR PROTON KR,44:24:402,152.49
2004,GBR,1,25,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,45:30:473,159.124
2004,GBR,2,20,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,45:33:418,158.952
2004,GBR,3,16,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,45:34:899,158.866
2004,GBR,4,13,69,Nicky HAYDEN,USA,Repsol,Honda Team HONDA,45:36:569,158.769
2004,GBR,5,11,12,Troy BAYLISS,AUS,Ducati,Marlboro Team DUCATI,45:45:184,158.271
2004,GBR,6,10,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,45:47:583,158.133
2004,GBR,7,9,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,45:53:786,157.776
2004,GBR,8,8,21,John HOPKINS,USA,Team,Suzuki MotoGP SUZUKI,45:58:594,157.501
2004,GBR,9,7,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,46:05:853,157.088
2004,GBR,10,6,50,Neil HODGSON,GBR,D’Antin,MotoGP DUCATI,46:14:941,156.574
2004,GBR,11,5,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,46:17:963,156.403
2004,GBR,12,4,3,Max BIAGGI,ITA,Camel,Honda HONDA,46:24:477,156.037
2004,GBR,13,3,67,Shane BYRNE,GBR,MS,Aprilia Racing APRILIA,46:27:851,155.849
2004,GBR,14,2,6,Makoto TAMADA,JPN,Camel,Honda HONDA,46:37:631,155.304
2004,GBR,15,1,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,46:46:268,154.826
2004,AUS,1,25,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,41:25:819,173.924
2004,AUS,2,20,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,41:25:916,173.918
2004,AUS,3,16,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,41:36:305,173.194
2004,AUS,4,13,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,41:36:636,173.171
2004,AUS,5,11,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,41:36:670,173.168
2004,AUS,6,10,69,Nicky HAYDEN,USA,Repsol,Honda Team HONDA,41:38:029,173.074
2004,AUS,7,9,3,Max BIAGGI,ITA,Camel,Honda HONDA,41:38:666,173.03
2004,AUS,8,8,6,Makoto TAMADA,JPN,Camel,Honda HONDA,41:38:784,173.022
2004,AUS,9,7,12,Troy BAYLISS,AUS,Ducati,Marlboro Team DUCATI,41:44:426,172.632
2004,AUS,10,6,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,41:47:064,172.45
2004,AUS,11,5,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,41:48:992,172.318
2004,AUS,12,4,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,41:51:537,172.143
2004,AUS,13,3,66,Alex HOFMANN,GER,Kawasaki,Racing Team KAWASAKI,42:00:956,171.5
2004,AUS,14,2,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,42:10:974,170.821
2004,AUS,15,1,21,John HOPKINS,USA,Team,Suzuki MotoGP SUZUKI,42:11:016,170.818
2004,MAL,1,25,46,Valentino ROSSI,ITA,Gauloises,Fortuna Yamaha YAMAHA,43:29:146,160.753
2004,MAL,2,20,3,Max BIAGGI,ITA,Camel,Honda HONDA,43:32:812,160.527
2004,MAL,3,16,4,Alex BARROS,BRA,Repsol,Honda Team HONDA,43:38:445,160.182
2004,MAL,4,13,69,Nicky HAYDEN,USA,Repsol,Honda Team HONDA,43:48:215,159.586
2004,MAL,5,11,6,Makoto TAMADA,JPN,Camel,Honda HONDA,43:50:301,159.46
2004,MAL,6,10,65,Loris CAPIROSSI,ITA,Ducati,Marlboro Team DUCATI,43:50:414,159.453
2004,MAL,7,9,15,Sete GIBERNAU,SPA,Telefonica,Movistar Honda Mot HONDA,43:51:027,159.416
2004,MAL,8,8,56,Shinya NAKANO,JPN,Kawasaki,Racing Team KAWASAKI,43:51:313,159.399
2004,MAL,9,7,7,Carlos CHECA,SPA,Gauloises,Fortuna Yamaha YAMAHA,43:52:296,159.339
2004,MAL,10,6,12,Troy BAYLISS,AUS,Ducati,Marlboro Team DUCATI,44:01:761,158.768
2004,MAL,11,5,45,Colin EDWARDS,USA,Telefonica,Movistar Honda Mot HONDA,44:03:104,158.687
2004,MAL,12,4,17,Norick ABE,JPN,Fortuna Gauloises Tech 3,YAMAHA,44:13:448,158.069
2004,MAL,13,3,11,Ruben XAUS,SPA,D’Antin,MotoGP DUCATI,44:24:381,157.42
2004,MAL,14,2,71,Yukio KAGAYAMA,JPN,Team,Suzuki MotoGP SUZUKI,44:38:726,156.577
2004,MAL,15,1,99,Jeremy McWILLIAMS,GBR,MS,Aprilia Racing APRILIA,44:39:522,156.531
2019,VAL,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,41:21:469,156.8
2019,VAL,2,20,20,Fabio QUARTARARO,FRA,Petronas,Yamaha SRT YAMAHA,41:22:495,156.8
2019,VAL,3,16,43,Jack MILLER,AUS,Pramac,Racing DUCATI,41:23:878,156.7
2019,VAL,4,13,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,41:24:795,156.6
2019,VAL,5,11,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,41:24:977,156.6
2019,VAL,6,10,12,Maverick VIÑALES,SPA,Monster,Energy Yamaha MotoGP YAMAHA,41:30:298,156.3
2019,VAL,7,9,36,Joan MIR,SPA,Team,SUZUKI ECSTAR SUZUKI,41:32:091,156.2
2019,VAL,8,8,46,Valentino ROSSI,ITA,Monster,Energy Yamaha MotoGP YAMAHA,41:44:461,155.4
2019,VAL,9,7,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,41:54:173,154.8
2019,VAL,10,6,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,41:54:442,154.8
2019,VAL,11,5,53,Tito RABAT,SPA,Reale,Avintia Racing DUCATI,42:04:264,154.2
2019,VAL,12,4,82,Mika KALLIO FIN Red Bull,KTM,Factory,Racing KTM,42:07:201,154.0
2019,VAL,13,3,99,Jorge LORENZO,SPA,Repsol,Honda Team HONDA,42:12:513,153.7
2019,VAL,14,2,17,Karel ABRAHAM,CZE,Reale,Avintia Racing DUCATI,42:26:340,152.8
2019,VAL,15,1,55,Hafizh SYAHRIN MAL Red Bull,KTM,Tech 3,KTM,42:37:956,152.1
2019,ARA,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,41:57:221,166.9
2019,ARA,2,20,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,42:02:057,166.6
2019,ARA,3,16,43,Jack MILLER,AUS,Pramac,Racing DUCATI,42:02:651,166.6
2019,ARA,4,13,12,Maverick VIÑALES,SPA,Monster,Energy Yamaha MotoGP YAMAHA,42:03:032,166.6
2019,ARA,5,11,20,Fabio QUARTARARO,FRA,Petronas,Yamaha SRT YAMAHA,42:06:145,166.4
2019,ARA,6,10,35,Cal CRUTCHLOW GBR,LCR,Honda,CASTROL HONDA,42:07:611,166.3
2019,ARA,7,9,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,42:07:662,166.3
2019,ARA,8,8,46,Valentino ROSSI,ITA,Monster,Energy Yamaha MotoGP YAMAHA,42:20:844,165.4
2019,ARA,9,7,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,42:25:219,165.1
2019,ARA,10,6,30,Takaaki NAKAGAMI JPN,LCR,Honda,IDEMITSU HONDA,42:28:463,164.9
2019,ARA,11,5,29,Andrea IANNONE,ITA,Aprilia,Racing Team Gresini APRILIA,42:29:845,164.8
2019,ARA,12,4,9,Danilo PETRUCCI,ITA,Ducati,Team DUCATI,42:30:264,164.8
2019,ARA,13,3,88,Miguel OLIVEIRA POR Red Bull,KTM,Tech 3,KTM,42:30:284,164.8
2019,ARA,14,2,36,Joan MIR,SPA,Team,SUZUKI ECSTAR SUZUKI,42:30:584,164.8
2019,ARA,15,1,53,Tito RABAT,SPA,Reale,Avintia Racing DUCATI,42:33:579,164.6
2019,JPN,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,42:41:492,161.9
2019,JPN,2,20,20,Fabio QUARTARARO,FRA,Petronas,Yamaha SRT YAMAHA,42:42:362,161.8
2019,JPN,3,16,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,42:42:817,161.8
2019,JPN,4,13,12,Maverick VIÑALES,SPA,Monster,Energy Yamaha MotoGP YAMAHA,42:44:100,161.7
2019,JPN,5,11,35,Cal CRUTCHLOW GBR,LCR,Honda,CASTROL HONDA,42:50:632,161.3
2019,JPN,6,10,21,Franco MORBIDELLI,ITA,Petronas,Yamaha SRT YAMAHA,42:50:679,161.3
2019,JPN,7,9,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,42:50:798,161.3
2019,JPN,8,8,36,Joan MIR,SPA,Team,SUZUKI ECSTAR SUZUKI,42:52:187,161.2
2019,JPN,9,7,9,Danilo PETRUCCI,ITA,Ducati,Team DUCATI,42:55:708,161.0
2019,JPN,10,6,43,Jack MILLER,AUS,Pramac,Racing DUCATI,43:00:401,160.7
2019,JPN,11,5,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,43:07:046,160.3
2019,JPN,12,4,88,Miguel OLIVEIRA POR Red Bull,KTM,Tech 3,KTM,43:09:362,160.1
2019,JPN,13,3,63,Francesco BAGNAIA,ITA,Pramac,Racing DUCATI,43:11:475,160.0
2019,JPN,14,2,82,Mika KALLIO FIN Red Bull,KTM,Factory,Racing KTM,43:12:724,159.9
2019,JPN,15,1,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,43:14:038,159.9
2019,ITA,1,25,9,Danilo PETRUCCI,ITA,Mission,Winnow Ducati DUCATI,41:33:794,174.1
2019,ITA,2,20,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,41:33:837,174.1
2019,ITA,3,16,4,Andrea DOVIZIOSO,ITA,Mission,Winnow Ducati DUCATI,41:34:132,174.1
2019,ITA,4,13,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,41:34:329,174.1
2019,ITA,5,11,30,Takaaki NAKAGAMI JPN,LCR,Honda,IDEMITSU HONDA,41:40:329,173.6
2019,ITA,6,10,12,Maverick VIÑALES,SPA,Monster,Energy Yamaha MotoGP YAMAHA,41:41:275,173.6
2019,ITA,7,9,51,Michele PIRRO,ITA,Mission,Winnow Ducati DUCATI,41:47:082,173.2
2019,ITA,8,8,35,Cal CRUTCHLOW GBR,LCR,Honda,CASTROL HONDA,41:47:731,173.1
2019,ITA,9,7,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,41:50:327,172.9
2019,ITA,10,6,20,Fabio QUARTARARO,FRA,Petronas,Yamaha SRT YAMAHA,41:51:788,172.8
2019,ITA,11,5,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,41:54:317,172.7
2019,ITA,12,4,36,Joan MIR,SPA,Team,SUZUKI ECSTAR SUZUKI,41:54:338,172.7
2019,ITA,13,3,99,Jorge LORENZO,SPA,Repsol,Honda Team HONDA,41:54:607,172.7
2019,ITA,14,2,17,Karel ABRAHAM,CZE,Reale,Avintia Racing DUCATI,42:01:092,172.2
2019,ITA,15,1,29,Andrea IANNONE,ITA,Aprilia,Racing Team Gresini APRILIA,42:01:845,172.2
2019,ARG,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,41:43:688,172.7
2019,ARG,2,20,46,Valentino ROSSI,ITA,Monster,Energy Yamaha Moto YAMAHA,41:53:504,172.0
2019,ARG,3,16,4,Andrea DOVIZIOSO,ITA,Mission,Winnow Ducati DUCATI,41:54:218,172.0
2019,ARG,4,13,43,Jack MILLER,AUS,Pramac,Racing DUCATI,41:55:828,171.9
2019,ARG,5,11,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,41:56:251,171.8
2019,ARG,6,10,9,Danilo PETRUCCI,ITA,Mission,Winnow Ducati DUCATI,41:57:438,171.8
2019,ARG,7,9,30,Takaaki NAKAGAMI JPN,LCR,Honda,IDEMITSU HONDA,42:01:848,171.5
2019,ARG,8,8,20,Fabio QUARTARARO,FRA,Petronas,Yamaha SRT YAMAHA,42:04:091,171.3
2019,ARG,9,7,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,42:08:980,171.0
2019,ARG,10,6,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,42:09:367,171.0
2019,ARG,11,5,88,Miguel OLIVEIRA POR Red Bull,KTM,Tech 3,KTM,42:09:543,170.9
2019,ARG,12,4,99,Jorge LORENZO,SPA,Repsol,Honda Team HONDA,42:11:185,170.8
2019,ARG,13,3,35,Cal CRUTCHLOW GBR,LCR,Honda,CASTROL HONDA,42:15:086,170.6
2019,ARG,14,2,63,Francesco BAGNAIA,ITA,Pramac,Racing DUCATI,42:16:581,170.5
2019,ARG,15,1,5,Johann ZARCO FRA Red Bull,KTM,Factory,Racing KTM,42:17:060,170.4
2019,QAT,1,25,4,Andrea DOVIZIOSO,ITA,Mission,Winnow Ducati DUCATI,42:36:902,166.6
2019,QAT,2,20,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,42:36:925,166.6
2019,QAT,3,16,35,Cal CRUTCHLOW GBR,LCR,Honda,CASTROL HONDA,42:37:222,166.6
2019,QAT,4,13,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,42:37:359,166.6
2019,QAT,5,11,46,Valentino ROSSI,ITA,Monster,Energy Yamaha Moto YAMAHA,42:37:502,166.6
2019,QAT,6,10,9,Danilo PETRUCCI,ITA,Mission,Winnow Ducati DUCATI,42:39:222,166.4
2019,QAT,7,9,12,Maverick VIÑALES,SPA,Monster,Energy Yamaha Moto YAMAHA,42:39:383,166.4
2019,QAT,8,8,36,Joan MIR,SPA,Team,SUZUKI ECSTAR SUZUKI,42:41:990,166.3
2019,QAT,9,7,30,Takaaki NAKAGAMI JPN,LCR,Honda,IDEMITSU HONDA,42:44:308,166.1
2019,QAT,10,6,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,42:46:538,166.0
2019,QAT,11,5,21,Franco MORBIDELLI,ITA,Petronas,Yamaha SRT YAMAHA,42:46:549,166.0
2019,QAT,12,4,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,42:49:676,165.8
2019,QAT,13,3,99,Jorge LORENZO,SPA,Repsol,Honda Team HONDA,42:51:209,165.7
2019,QAT,14,2,29,Andrea IANNONE,ITA,Aprilia,Racing Team Gresini APRILIA,42:51:251,165.7
2019,QAT,15,1,5,Johann ZARCO FRA Red Bull,KTM,Factory,Racing KTM,42:51:995,165.6
2019,CAT,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,40:31:175,164.4
2019,CAT,2,20,20,Fabio QUARTARARO,FRA,Petronas,Yamaha SRT YAMAHA,40:33:835,164.2
2019,CAT,3,16,9,Danilo PETRUCCI,ITA,Mission,Winnow Ducati DUCATI,40:35:712,164.1
