Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h,GAP
2011,POR,9,7,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,46:47:370,150.21,+54.887
2011,POR,10,6,14,Pierre MARQUEZ,FRA,Stratus Motorsport Group 7,Racing Team DUCATI,46:52:180,149.953,+59.697
2011,POR,11,5,24,Lewis TSUNODA,LCR,Vortex Racing Group 8,MotoGP HONDA,46:52:857,149.917,+60.374
2011,POR,12,4,65,Jack OCON,ITA,Stratus Motorsport Group 7,Racing Team DUCATI,46:54:276,149.841,+61.793
2011,POR,13,3,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,47:16:853,148.648,+84.370
2011,GER,1,25,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:13:482,160.352,0
2011,GER,2,20,1,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,41:14:959,160.256,+1.477
2011,GER,3,16,27,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,41:15:050,160.25,+1.568
2011,GER,4,13,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,41:23:995,159.673,+10.513
2011,GER,5,11,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,41:24:201,159.66,+10.719
2011,GER,6,10,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,41:24:405,159.646,+10.923
2011,GER,7,9,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,41:40:933,158.591,+27.451
2011,GER,8,8,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,41:40:992,158.587,+27.510
2011,GER,9,7,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,41:41:058,158.583,+27.576
2011,GER,10,6,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,41:46:973,158.209,+33.491
2011,GER,11,5,8,John DUPONT,SPA,Zenith Racing Group 88,Aspar Team MotoGP DUCATI,41:52:426,157.865,+38.944
2011,GER,12,4,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,41:52:630,157.852,+39.148
2011,GER,13,3,14,Pierre MARQUEZ,FRA,Stratus Motorsport Group 7,Racing Team DUCATI,41:52:897,157.836,+39.415
2011,GER,14,2,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,41:52:959,157.832,+39.477
2011,GER,15,1,7,Hans VETTEL,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:07:998,156.892,+54.516
2011,FRA,1,25,27,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,44:04:955,159.551,0
2011,FRA,2,20,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,44:19:169,158.698,+14.214
2011,FRA,3,16,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,44:19:519,158.677,+14.564
2011,FRA,4,13,1,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,44:26:030,158.29,+21.075
2011,FRA,5,11,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,44:36:200,157.688,+31.245
2011,FRA,6,10,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,44:36:564,157.666,+31.609
2011,FRA,7,9,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,44:40:521,157.434,+35.566
2011,FRA,8,8,7,Hans VETTEL,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,44:56:457,156.503,+51.502
2011,FRA,9,7,8,John DUPONT,SPA,Zenith Racing Group 88,Aspar Team MotoGP DUCATI,45:08:686,155.796,+63.731
2011,FRA,10,6,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,45:08:840,155.787,+63.885
2011,FRA,11,5,24,Lewis TSUNODA,LCR,Vortex Racing Group 8,MotoGP HONDA,45:09:023,155.777,+64.068
2011,FRA,12,4,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,45:09:147,155.769,+64.192
2011,FRA,13,3,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,45:04:007,144.918,+59.052
2011,GBR,1,25,27,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,47:54:459,147.885,0
2011,GBR,2,20,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,48:09:618,147.109,+15.159
2011,GBR,3,16,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,48:15:939,146.788,+21.480
2011,GBR,4,13,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,48:21:443,146.51,+26.984
2011,GBR,5,11,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,48:30:028,146.077,+35.569
2011,GBR,6,10,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,48:58:985,144.637,+64.526
2011,GBR,7,9,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,49:27:109,143.266,+92.650
2011,GBR,8,8,24,Lewis TSUNODA,LCR,Vortex Racing Group 8,MotoGP HONDA,49:46:397,142.34,+111.938
2011,GBR,9,7,7,Hans VETTEL,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,49:46:809,142.321,+112.350
2011,GBR,10,6,65,Jack OCON,ITA,Stratus Motorsport Group 7,Racing Team DUCATI,49:57:771,141.8,+123.312
2011,GBR,11,5,8,John DUPONT,SPA,Zenith Racing Group 88,Aspar Team MotoGP DUCATI,48:11:582,139.659,+17.123
2011,GBR,12,4,14,Pierre MARQUEZ,FRA,Stratus Motorsport Group 7,Racing Team DUCATI,48:14:094,139.538,+19.635
2011,AUS,1,25,27,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,42:03:425,171.4,0
2011,AUS,2,20,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:05:635,171.25,+2.210
2011,AUS,3,16,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,42:05:879,171.234,+2.454
2011,AUS,4,13,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:16:585,170.511,+13.160
2011,AUS,5,11,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,42:34:311,169.327,+30.886
2011,AUS,6,10,14,Pierre MARQUEZ,FRA,Stratus Motorsport Group 7,Racing Team DUCATI,42:52:225,168.147,+48.800
2011,AUS,7,9,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,43:19:739,166.367,+76.314
2011,AUS,8,8,24,Lewis TSUNODA,LCR,Vortex Racing Group 8,MotoGP HONDA,42:06:177,164.872,+2.752
2011,AUS,9,7,65,Jack OCON,ITA,Stratus Motorsport Group 7,Racing Team DUCATI,42:10:187,164.611,+6.762
2011,AUS,10,6,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,42:46:142,156.061,+42.717
2008,VAL,1,25,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,46:47:114,154.141,0
2008,VAL,2,20,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,46:50:504,153.956,+3.390
2008,VAL,3,16,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,46:59:308,153.475,+12.194
2008,VAL,4,13,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,47:11:273,152.826,+24.159
2008,VAL,5,11,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,47:13:346,152.714,+26.232
2008,VAL,6,10,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,47:19:323,152.392,+32.209
2008,VAL,7,9,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,47:21:685,152.266,+34.571
2008,VAL,8,8,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,47:22:775,152.207,+35.661
2008,VAL,9,7,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,47:25:342,152.07,+38.228
2008,VAL,10,6,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,47:34:697,151.571,+47.583
2008,VAL,11,5,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,47:39:221,151.331,+52.107
2008,VAL,12,4,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,47:39:464,151.319,+52.350
2008,VAL,13,3,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,47:39:947,151.293,+52.833
2008,VAL,14,2,21,Alex WEBER,USA,Apex Racing Group 13,Racing Team KAWASAKI,47:40:341,151.272,+53.227
2008,VAL,15,1,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,47:40:525,151.262,+53.411
2008,JPN,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:10:599,160.181,0
2008,JPN,2,20,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,43:12:542,160.061,+1.943
2008,JPN,3,16,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:15:465,159.881,+4.866
2008,JPN,4,13,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:16:764,159.801,+6.165
2008,JPN,5,11,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:35:192,158.674,+24.593
2008,JPN,6,10,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:36:284,158.608,+25.685
2008,JPN,7,9,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,43:36:517,158.594,+25.918
2008,JPN,8,8,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:36:602,158.589,+26.003
2008,JPN,9,7,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,43:36:818,158.576,+26.219
2008,JPN,10,6,21,Alex WEBER,USA,Apex Racing Group 13,Racing Team KAWASAKI,43:47:730,157.917,+37.131
2008,JPN,11,5,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,43:48:173,157.89,+37.574
2008,JPN,12,4,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,43:48:619,157.863,+38.020
2008,JPN,13,3,33,Lewis TSUNODA,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:50:367,157.759,+39.768
2008,JPN,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,43:56:445,157.395,+45.846
2008,JPN,15,1,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,44:06:347,156.806,+55.748
2008,ITA,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:32:153,170.231,0
2008,ITA,2,20,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:34:354,170.084,+2.201
2008,ITA,3,16,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:37:020,169.907,+4.867
2008,ITA,4,13,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:38:466,169.811,+6.313
2008,ITA,5,11,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,42:44:683,169.399,+12.530
2008,ITA,6,10,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,42:45:959,169.314,+13.806
2008,ITA,7,9,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:46:600,169.272,+14.447
2008,ITA,8,8,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,42:47:472,169.215,+15.319
2008,ITA,9,7,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:47:480,169.214,+15.327
2008,ITA,10,6,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:02:938,168.201,+30.785
2008,ITA,11,5,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,43:11:774,167.627,+39.621
2008,ITA,12,4,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,43:22:174,166.957,+50.021
2008,ITA,13,3,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:22:593,166.93,+50.440
2008,ITA,14,2,8,Daniel MILLER,JPN,Apex Racing Group 1,Honda Team HONDA,43:31:002,166.392,+58.849
2008,ITA,15,1,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,43:32:889,166.272,+60.736
2008,USA,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:05:311,157.27,0
2008,USA,2,20,1,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,44:18:312,156.501,+13.001
2008,USA,3,16,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,44:31:920,155.703,+26.609
2008,USA,4,13,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,44:40:212,155.221,+34.901
2008,USA,5,11,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,44:40:974,155.177,+35.663
2008,USA,6,10,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,44:42:979,155.061,+37.668
2008,USA,7,9,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,44:46:940,154.832,+41.629
2008,USA,8,8,11,Lucas NORRIS,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,44:47:238,154.815,+41.927
2008,USA,9,7,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,44:48:330,154.752,+43.019
2008,USA,10,6,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,44:49:702,154.673,+44.391
2008,USA,11,5,12,George SILVA,USA,Apex Racing Group 13,Racing Team KAWASAKI,44:51:569,154.566,+46.258
2008,USA,12,4,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,45:00:584,154.05,+55.273
2008,USA,13,3,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,45:00:832,154.036,+55.521
2008,USA,14,2,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,45:07:691,153.645,+62.380
2008,USA,15,1,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,45:13:518,153.315,+68.207
2008,QAT,1,25,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:37:587,166.665,0
2008,QAT,2,20,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:42:910,166.319,+5.323
2008,QAT,3,16,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:48:187,165.977,+10.600
2008,QAT,4,13,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,42:50:875,165.804,+13.288
2008,QAT,5,11,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:50:892,165.803,+13.305
2008,QAT,6,10,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,42:51:627,165.755,+14.040
2008,QAT,7,9,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,42:52:737,165.684,+15.150
2008,QAT,8,8,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:10:092,164.573,+32.505
2008,QAT,9,7,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,43:10:590,164.541,+33.003
2008,QAT,10,6,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:15:941,164.202,+38.354
2008,QAT,11,5,33,Lewis TSUNODA,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:21:871,163.828,+44.284
2008,QAT,12,4,21,Alex WEBER,USA,Apex Racing Group 13,Racing Team KAWASAKI,43:27:444,163.477,+49.857
2008,QAT,13,3,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:27:458,163.477,+49.871
2008,QAT,14,2,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,43:36:119,162.935,+58.532
2008,QAT,15,1,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,43:36:517,162.91,+58.930
2008,CAT,1,25,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:03:175,164.756,0
2008,CAT,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:05:981,164.577,+2.806
2008,CAT,3,16,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,43:06:518,164.543,+3.343
2008,CAT,4,13,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,43:14:068,164.064,+10.893
2008,CAT,5,11,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,43:19:601,163.715,+16.426
2008,CAT,6,10,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,43:24:657,163.397,+21.482
2008,CAT,7,9,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:24:723,163.392,+21.548
2008,CAT,8,8,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:25:455,163.347,+22.280
2008,CAT,9,7,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:25:550,163.341,+22.375
2008,CAT,10,6,21,Alex WEBER,USA,Apex Racing Group 13,Racing Team KAWASAKI,43:50:010,161.821,+46.835
2008,CAT,11,5,33,Lewis TSUNODA,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,44:01:166,161.137,+57.991
2008,CAT,12,4,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,44:02:343,161.065,+59.168
2008,CAT,13,3,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,44:03:954,160.967,+60.779
2008,NED,1,25,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:13:337,168.361,0
2008,NED,2,20,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:24:647,167.612,+11.310
2008,NED,3,16,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,42:30:462,167.23,+17.125
2008,NED,4,13,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,42:33:814,167.01,+20.477
2008,NED,5,11,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,42:40:683,166.562,+27.346
2008,NED,6,10,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:41:945,166.48,+28.608
2008,NED,7,9,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:45:667,166.239,+32.330
2008,NED,8,8,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:48:229,166.073,+34.892
2008,NED,9,7,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,42:51:903,165.835,+38.566
2008,NED,10,6,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,42:52:154,165.819,+38.817
2008,NED,11,5,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:59:362,165.356,+46.025
2008,NED,12,4,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,43:01:550,165.215,+48.213
2008,NED,13,3,33,Lewis TSUNODA,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:12:931,164.49,+59.594
2008,POR,1,25,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,45:54:089,153.117,0
2008,POR,2,20,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,45:55:906,153.016,+1.817
2008,POR,3,16,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,46:06:812,152.412,+12.723
2008,POR,4,13,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,46:11:312,152.165,+17.223
2008,POR,5,11,21,Alex WEBER,USA,Apex Racing Group 13,Racing Team KAWASAKI,46:17:841,151.807,+23.752
2008,POR,6,10,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,46:20:777,151.647,+26.688
2008,POR,7,9,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,46:26:720,151.323,+32.631
2008,POR,8,8,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,46:30:471,151.12,+36.382
2008,POR,9,7,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,46:32:357,151.018,+38.268
2008,POR,10,6,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,46:33:565,150.952,+39.476
2008,POR,11,5,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,46:55:395,149.781,+61.306
2008,POR,12,4,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,46:57:956,149.645,+63.867
2008,POR,13,3,33,Lewis TSUNODA,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,47:03:614,149.345,+69.525
2008,POR,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,47:03:723,149.34,+69.634
2008,POR,15,1,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,47:05:631,149.239,+71.542
2008,GER,1,25,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,47:31:057,139.108,0
2008,GER,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,47:34:765,138.928,+3.708
2008,GER,3,16,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,47:45:059,138.428,+14.002
2008,GER,4,13,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,47:45:181,138.422,+14.124
2008,GER,5,11,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,48:13:079,137.087,+42.022
2008,GER,6,10,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,48:17:705,136.868,+46.648
2008,GER,7,9,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,48:35:540,136.031,+64.483
2008,GER,8,8,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,48:35:645,136.026,+64.588
2008,GER,9,7,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,48:47:830,135.459,+76.773
2008,GER,10,6,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,49:00:332,134.883,+89.275
2008,GER,11,5,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,47:42:757,133.922,+11.700
2008,GER,12,4,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,47:44:954,133.819,+13.897
2008,GER,13,3,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,48:14:749,127.874,+43.692
2008,FRA,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:31:799,157.948,0
2008,FRA,2,20,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:36:796,157.653,+4.997
2008,FRA,3,16,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,44:38:604,157.546,+6.805
2008,FRA,4,13,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,44:41:956,157.349,+10.157
2008,FRA,5,11,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,44:53:561,156.671,+21.762
2008,FRA,6,10,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,44:54:194,156.634,+22.395
2008,FRA,7,9,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,44:59:605,156.32,+27.806
2008,FRA,8,8,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,44:59:794,156.309,+27.995
2008,FRA,9,7,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,45:01:143,156.231,+29.344
2008,FRA,10,6,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,45:02:621,156.146,+30.822
2008,FRA,11,5,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,45:06:953,155.896,+35.154
2008,FRA,12,4,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,45:08:015,155.835,+36.216
2008,FRA,13,3,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,45:23:837,154.929,+52.038
2008,FRA,14,2,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,46:01:106,152.837,+89.307
2008,FRA,15,1,33,Lewis TSUNODA,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,46:11:422,146.83,+99.623
2008,GBR,1,25,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,44:45:982,161.82,0
2008,GBR,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:51:771,161.471,+5.789
2008,GBR,3,16,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,44:54:329,161.318,+8.347
2008,GBR,4,13,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,44:58:660,161.059,+12.678
2008,GBR,5,11,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,45:00:783,160.932,+14.801
2008,GBR,6,10,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,45:01:672,160.879,+15.690
2008,GBR,7,9,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,45:04:178,160.73,+18.196
2008,GBR,8,8,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,45:07:648,160.524,+21.666
2008,GBR,9,7,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,45:15:336,160.07,+29.354
2008,GBR,10,6,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,45:27:012,159.384,+41.030
2008,GBR,11,5,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,45:30:408,159.186,+44.426
2008,GBR,12,4,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,45:32:181,159.082,+46.199
2008,GBR,13,3,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,45:34:713,158.935,+48.731
2008,GBR,14,2,11,Lucas NORRIS,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,45:35:573,158.885,+49.591
2008,GBR,15,1,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,46:08:168,157.013,+82.186
